Standard Title,Standard Type,Standard Info Latest,Value,Edition Date,Standard Infotyp
Shatter Containment Of Lamps For Use In Regulated Food Establishments,(Ed. 1),UL,2007A,"June 21, 2011",Type: ulstd
Outline of Investigation for Machinery,(Ed. 7),UL,2011,"November 10, 2022",Type: outline
Outline of Investigation for Machinery,(Ed. 3),UL,2011,"August 04, 2023",Type: csdsproposal
Standard for General-Purpose Signaling Devices and Systems,(Ed. 2),UL,2017,"December 23, 2008",Type: ulstd
Standard for Fixed and Location-Dedicated Electric Room Heaters,(Ed. 4),UL,2021,"September 30, 2015",Type: ulstd
Standard for Cable Routing Assemblies and Communications Raceways,(Ed. 5),UL,2024,"March 25, 2014",Type: ulstd
Subject for Plumbing Products Classified in Accordance with International Publications,(Ed. 1),UL,2032,"February 23, 1999",N/A
Standard for Single and Multiple Station Carbon Monoxide Alarms,(Ed. 4),UL,2034,"March 31, 2017",Type: ulstd
Flexible Connector Piping for Fuels,(Ed. 1),UL,2039,"May 06, 2016",Type: ulstd
Standard for Folding Rollaway Tables,(Ed. 2),UL,2040,"February 11, 2015",Type: ulstd
Standard for Fire Test for Heat and Visible Smoke Release for Discrete Products and Their Accessories Installed in Air-Handling Spaces,(Ed. 4),UL,2043,"October 02, 2013",Type: ulstd
Fire Test for Heat and Visible Smoke Release for Discrete Products and Their Accessories Installed in Air-Handling Spaces,(Ed. 5),UL,2043,"September 14, 2023",Type: ulstd
Standard for Commercial Closed-Circuit Television Equipment,(Ed. 4),UL,2044,"June 28, 2019",Type: ulstd
RESIDENTIAL PIPE HEATING CABLE,(Ed. 4),UL,2049,"June 21, 2006",Type: outline
National Industrial Security Systems,(Ed. 5),UL,2050,"November 05, 2010",Type: ulstd
Household and Commercial Batteries,(Ed. 3),UL,2054,"November 17, 2021",Type: ulstd
Outline of Investigation for Safety of Lithium-ion Power Banks,(Ed. 3),UL,2056,"August 20, 2020",Type: outline
HIGH-SECURITY ELECTRONIC LOCKS,(Ed. 1),UL,2058,"March 31, 2005",Type: outline
Standard for Adapters and Cylinder Connection Devices for Portable LP-Gas Cylinder Assemblies,(Ed. 3),UL,2061,"July 30, 2015",Type: ulstd
ENCLOSURES FOR USE IN HAZARDOUS (CLASSIFIED) LOCATIONS,(Ed. 2),UL,2062,"December 04, 2006",Type: outline
Outline for Battery Holders,(Ed. 2),UL,2069,"October 09, 2001",Type: outline
Standard for Gas and Vapor Detectors and Sensors,(Ed. 2),UL,2075,"March 05, 2013",Type: ulstd
CO Gas Test Kit for Gas and Vapor Detectors and Sensors,(Ed. 1),UL,2075A,"September 04, 2008",Type: outline
Standard for Tests for Fire Resistance of Building Joint Systems,(Ed. 3),UL,2079,"July 23, 2004",N/A
Standard for Tests for Fire Resistance of Building Joint Systems,(Ed. 5),UL,2079,"August 26, 2015",Type: ulstd
Standard for Fire Resistant Tanks for Flammable and Combustible Liquids,(Ed. 1),UL,2080,"March 14, 2000",Type: ulstd
Standard for Protected Aboveground Tanks for Flammable and Combustible Liquids,(Ed. 2),UL,2085,"December 30, 1997",Type: ulstd
Standard for Vehicle Battery Adapters,(Ed. 3),UL,2089,"November 22, 2011",Type: ulstd
Subject for Pre-Engineered Wet-Chemical Extinguishing System Units,(Ed. 1),UL,2092,"August 21, 1998",N/A
Standard for Commercial/Industrial Gas and/or Oil-Burning Assemblies With Emission Reduction Equipment,(Ed. 3),UL,2096,"October 27, 2006",Type: ulstd
Reference Standard for Double Insulation Systems for Use in Electronic Equipment,(Ed. 4),UL,2097,"December 28, 2006",Type: ulstd
Standard for Field Erected Boiler Assemblies,(Ed. 2),UL,2106,"April 18, 2006",Type: ulstd
Standard for Low Voltage Lighting Systems,(Ed. 2),UL,2108,"December 07, 2015",Type: ulstd
Standard for Overheating Protection for Motors,(Ed. 1),UL,2111,"March 28, 1997",Type: ulstd
Subject for Venting Systems for Use with Gas-Fired Vent Appliances,(Ed. 1),UL,2112,"June 03, 2009",Type: outline
Processed Solid-Fuel Firelogs and Firestarters / Norme sur les bûches et les allume-feu préfabriqués en combustible solide,(Ed. 4),UL,2115,"November 07, 2017",Type: ululcanada
"Processed Solid-Fuel Firelogs and Firestarters / ANSI/CAN/UL/ULC Processed Solid-Fuel Firelogs and Firestarters
",(Ed. 4),ULC,2115,"November 07, 2017",Type: ululcanada
Inert Gas Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à gaz inerte,(Ed. 3),UL,2127,"May 09, 2017",Type: ulcanada
Inert Gas Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à gaz inerte,(Ed. 3),ULC,2127,"May 09, 2017",Type: ulstd
Halocarbon Clean Agent Fire Extinguishers,(Ed. 3),UL,2129,"January 05, 2017",Type: ululc
Outline of Investigation for Compressed Gas Cylinder Safety Caps,(Ed. 1),UL,2133,"October 16, 2013",Type: outline
ANSI/CAN/UL/ULC Special Purpose Nonmetallic Containers and Tanks for Specific Combustible or Noncombustible Liquids / Conteneurs et réservoirs non métalliques à usage spécial pour liquides combustibles ou non combustibles spécifiques,(Ed. 1),UL,2152,"January 26, 2021",Type: ulstd
Special Purpose Nonmetallic Containers and Tanks for Specific Combustible or Noncombustible Liquids / Conteneurs et réservoirs non métalliques à usage spécial pour liquides combustibles ou non combustibles spécifiques,(Ed. 1),ULC,2152,"January 26, 2021",Type: ulc
Electric Clothes Washing Machines and Extractors,(Ed. 4),UL,2157,"May 28, 2018",Type: ulcsa
Electric Clothes Dryers,(Ed. 5),UL,2158,"April 06, 2018",Type: ulcsa
Electric Clothes Dryers,(Ed. 6),UL,2158,"July 30, 2021",Type: ulcsa
Standard for Clothes Dryer Transition Duct,(Ed. 1),UL,2158A,"December 11, 2013",Type: ulstd
Standard for Neon Transformers and Power Supplies,(Ed. 2),UL,2161,"April 06, 2016",Type: ulstd
Commercial Wood-Fired Baking Ovens - Refractory Type,(Ed. 1),UL,2162,"May 23, 2014",Type: ulstd
COMMERCIAL WOOD-FIRED BAKING OVENS - REFRACTORY TYPE,(Ed. 1),ULC,2162,"June 01, 2013",Type: ord
Halocarbon Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à l'halocarbure,(Ed. 3),UL,2166,"May 10, 2017",Type: ulcanada
Halocarbon Clean Agent Extinguishing System Units / Unités de système d'extinction aux agents propres à l'halocarbure,(Ed. 3),ULC,2166,"May 10, 2017",Type: ulc
Outline of Investigation for Plastic Pipe and Fitting Assemblies used as Self-Contained Automatic Extinguisher Units for Total Flooding Applications,(Ed. 2),UL,2166P,"June 21, 2018",Type: outline
Water Mist Nozzles for Fire Protection Service,(Ed. 2),UL,2167,"March 09, 2021",Type: ulstd
Outline for Marking and Coding Equipment,(Ed. 2),UL,2178,"April 10, 2020",Type: outline
Standard for Refrigerants,(Ed. 2),UL,2182,"April 21, 2006",Type: ulstd
Subject for Modular Scaffold Stage Platforms and Modular Suspended Work Platforms,(Ed. 1),UL,2185,"August 11, 1999",N/A
Standard for Tests for Fire Resistive Cables,(Ed. 2),UL,2196,"August 29, 2017",Type: ululc
Standard for Stationary Engine Generator Assemblies,(Ed. 2),UL,2200,"June 01, 2012",Type: ulstd
ANSI/CAN/UL/ULC Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires,(Ed. 3),UL,2200,"September 29, 2020",Type: ulstd
Stationary Engine Generator Assemblies / Groupes électrogènes stationnaires,(Ed. 3),ULC,2200,"September 29, 2020",Type: canulc
Outline of Investigation for Fire Containment Testing of Stationary Engine Generator Enclosures,(Ed. 1),UL,2200A,"May 31, 2019",Type: outline
Standard for Carbon Monoxide (CO) Emission Rate of Portable Generators,(Ed. 2),UL,2201,"January 09, 2018",Type: ulstd
DC Charging Equipment for Electric Vehicles,(Ed. 3),UL,2202,"December 15, 2022",Type: ulcsance
Standard for Solvent Distillation Units,(Ed. 3),UL,2208,"July 08, 2010",Type: ulstd
Outline of Investigation for Oil/Water Separators,(Ed. 3),UL,2215,"October 31, 2019",Type: outline
Standard for Impact Resistance of Prepared Roof Covering Materials,(Ed. 2),UL,2218,"January 25, 2010",Type: ulstd
Impact Resistance of Roofing Systems,(Ed. 1),UL,2218A,"August 02, 2019",Type: ulstd
Standard for Tests of Fire Resistive Grease Duct Enclosure Assemblies,(Ed. 2),UL,2221,"August 13, 2010",Type: ulstd
Standard for Cables and Cable-Fittings For Use In Hazardous (Classified) Locations,(Ed. 4),UL,2225,"September 30, 2013",Type: ulstd
Standard for Overfilling Prevention Devices,(Ed. 2),UL,2227,"February 16, 2007",Type: ulstd
Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits; Part 1: General Requirements,(Ed. 2),UL,2231-1,"September 07, 2012",Type: ulcsance
Standard for Personnel Protection Systems for Electric Vehicle (EV) Supply Circuits: Particular Requirements for Protection Devices for Use in Charging Systems,(Ed. 2),UL,2231-2,"September 07, 2012",Type: ulcsance
Multi-Point Interconnection Power Cable Assemblies for Industrial Machinery,(Ed. 1),UL,2237,"April 16, 2019",Type: ulstd
Standard for Cable Assemblies and Fittings for Industrial Control and Signal Distribution,(Ed. 3),UL,2238,"October 02, 2018",Type: ulstd
"Hardware for the Support of Conduit, Tubing, and Cable",(Ed. 2),UL,2239,"February 20, 2015",Type: ulcsa
Standard for Below-Grade Vaults for Flammable Liquid Storage Tanks,(Ed. 2),UL,2245,"December 28, 2006",Type: ulstd
Subject for Hygiene Equipment for Use in Meat and Poultry Plants,(Ed. 1),UL,2247,"September 30, 1998",N/A
"Subject for Marina Fuel Storage, Piping, and Dispensing Systems",(Ed. 1),UL,2248,"May 14, 2002",N/A
Outline of Investigation for Hydrogen Fuel Dispensing Systems ,(Ed. 2),UL,2249,"March 06, 2020",N/A
Standard for Instrumentation Tray Cable,(Ed. 3),UL,2250,"March 30, 2017",Type: ulstd
"Standard for Plugs, Receptacles, and Couplers for Electric Vehicles",(Ed. 4),UL,2251,"November 20, 2017",Type: ulcsance
Adapters for use with Electric Vehicle Couplers,(Ed. 1),UL,2252,"July 28, 2023",N/A
Receptacle Closures,(Ed. 3),UL,2255,"May 17, 2021",Type: ulstd
Nonmetallic Sheathed Cable Interconnects,(Ed. 1),UL,2256,"June 29, 2001",Type: outline
IDENTIFICATION TESTS FOR JACKET AND INSULATION MATERIALS USED IN PLENUM CABLES,(Ed. 1),UL,2257,"December 13, 2005",Type: outline
ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles,(Ed. 1),UL,2258,"May 17, 2018",Type: ulstd
ANSI/CAN/UL/ULC Standard for Aboveground Nonmetallic Tanks for Fuel Oil and Other Combustible Liquids / ANSI/CAN/UL/ULC Norme sur les réservoirs non métalliques hors sol pour le mazout et autres liquides combustibles,(Ed. 1),ULC,2258,"May 17, 2018",Type: ulstd
Subject for Network-Powered Broadband Communications Cable,(Ed. 1),UL,2261,"August 07, 2003",N/A
CABLES FOR NETWORK-POWERED BROADBAND COMMUNICATIONS SYSTEMS,(Ed. 2),UL,2261,"July 15, 2005",Type: outline
Fuel Cell Modules for Use in Portable and Stationary Equipment,(Ed. 2),UL,2262,"August 20, 2012",Type: outline
Electric Vehicle Cable,(Ed. 1),UL,2263,"May 09, 2022",Type: ulcsance
Subject 2264 Gaseous Hydrogen Generation Appliances,(Ed. 1),UL,2264,"July 05, 2012",N/A
Outline of Investigation for Water Electrolysis Type Hydrogen Generators,(Ed. 2),UL,2264A,"December 02, 2021",Type: outline
Subject 2265 - Fuel Cell Power Units and Fuel Storage Containers for Portable Devices,(Ed. 1),UL,2265,"July 05, 2012",N/A
"Subject 2266 Subject 2266 Electromagnetic Compatibility, Electrical Safety, and Physical Protection of Stationary and Portable Fuel Cell Power Systems for Use with Commercial Network Telecommunications Equipment",(Ed. 1),UL,2266,"December 20, 2004",N/A
Standard for Fuel Cell Power Systems for Installation in Industrial Electric Trucks,(Ed. 3),UL,2267,"March 26, 2020",Type: ulstd
Outline of Investigation for Optical Fiber / Communications / Signaling / Coaxial Cable Outlet Boxes,(Ed. 3),UL,2269,"June 03, 2021",Type: outline
ANSI/CAN/UL/ULC Standard for Batteries for Use In Light Electric Vehicle (LEV) Applications / Norme sur les batteries électriques pour véhicules électriques légers,(Ed. 2),UL,2271,"September 07, 2018",Type: ulstd
Batteries for Use In Light Electric Vehicle (LEV) Applications / Batteries électriques pour véhicules électriques légers,(Ed. 3),UL,2271,"September 14, 2023",N/A
"Batteries for Use in Light Electric Vehicle (LEV) Applications
 / Norme sur les batteries électriques pour véhicules électriques légers",(Ed. 2),ULC,2271,"September 07, 2018",Type: canulc
Batteries for Use In Light Electric Vehicle (LEV) Applications / Batteries électriques pour véhicules électriques légers,(Ed. 3),ULC,2271,"September 14, 2023",N/A
ANSI/CAN/UL Standard for Electrical Systems for Personal E-Mobility Devices / Systèmes électriques pour les appareils de mobilité personnelle,(Ed. 1),UL,2272,"November 21, 2016",Type: ulstd
Other Recognized Document for Electrical Systems for Self-BalancingScooters,(Ed. 1),UL,2272-O,"June 03, 2016",N/A
Festoon Cable,(Ed. 2),UL,2273,"September 12, 2019",Type: outline
Outline of Investigation for Recreational Vehicle Cable,(Ed. 5),UL,2276,"May 07, 2021",Type: outline
Flexible Motor Supply Cable and Wind Turbine Tray Cable,(Ed. 3),UL,2277,"August 16, 2010",Type: outline
Flexible Motor Supply Cable and Wind Turbine Tray Cable,(Ed. 4),UL,2277,"May 11, 2018",Type: outline
Outline of Investigation for Megawatt Charging Configured Electric Vehicle Couplers,(Ed. 1),UL,2278,"September 25, 2023",Type: outline
Environmental Claim Validation Procedure (ECVP) for Resistance to Microbial Growth,(Ed. 3),UL Environment,2282,"December 14, 2021",Type: ule
"Standard for Exhibition Display Units, Fabrication and Installation",(Ed. 1),UL,2305,"February 09, 2001",Type: ulstd
Subject for Plumbing Fixtures,(Ed. 1),UL,2311,"September 01, 1998",N/A
Subject for Transit System Equipment,(Ed. 1),UL,2312,"January 29, 1999",N/A
Subject 2316 Internal Combustion Engine-Powered Industrial/Commercial Floor Cleaning Machines,(Ed. 1),UL,2316,"August 28, 2003",N/A
Subject for Electric-Battery-Powered Cleaning Machines,(Ed. 1),UL,2317,"October 10, 2002",N/A
Subject for Solid-State Light Emitting Components,(Ed. 1),UL,2325,"May 08, 1998",N/A
Outline for Personnel Electrostatic Control Devices,(Ed. 1),UL,2329,"November 23, 1999",Type: outline
Standard for Infrared Thermometers,(Ed. 3),UL,2333,"May 31, 2016",Type: ulstd
Standard for Fire Tests of Storage Pallets,(Ed. 2),UL,2335,"July 28, 2010",Type: ulstd
Standard for Material Lifts,(Ed. 2),UL,2344,"April 14, 2010",Type: ulstd
Standard for Spray Nozzles for Fire-Protection Service,(Ed. 1),UL,2351,"January 03, 2003",N/A
Standard for Spray Nozzles for Fire-Protection Service,(Ed. 2),UL,2351,"June 04, 2004",Type: ulstd
Spray Nozzles for Fire-Protection Service,(Ed. 1),ULC,2351,"November 01, 2003",N/A
Outline of Investigation for Nozzle Adaptors with Integral Filter for Fire Protection Service,(Ed. 1),UL,2351A,"July 24, 2017",Type: outline
Standard for Safety for Single- and Multi-Layer Insulated Winding Wire,(Ed. 3),UL,2353,"October 10, 2016",Type: ulstd
Outline of Investigation for Fire Tests of Pre-Lit Artificial Seasonal Use Trees and Other Seasonal Decorative Items,(Ed. 2),UL,2358,"August 28, 2013",Type: outline
Standard for Test Methods for Determining the Combustibility Characteristics of Plastics Used in Semi-Conductor Tool Construction,(Ed. 1),UL,2360,"May 10, 2000",Type: ulstd
CUSTOM-BUILT KIOSKS,(Ed. 2),UL,2361,"March 01, 2011",Type: outline
Solid State Overcurrent Protectors,(Ed. 2),UL,2367,"April 19, 2021",Type: ulstd
Standard for Fire Exposure Testing of Intermediate Bulk Containers for Flammable and Combustible Liquids,(Ed. 2),UL,2368,"January 31, 2012",Type: ulstd
Outline for Hip and Ridge Shingles,(Ed. 1),UL,2375,"September 08, 2008",N/A
HIP AND RIDGE SHINGLES,(Ed. 2),UL,2375,"December 15, 2006",Type: outline
Standard for Flexible Lighting Products,(Ed. 2),UL,2388,"May 03, 2017",Type: ulstd
EQUIPMENT WITH REMOTE FEEDING TELECOMMUNICATION CIRCUITS INTENDED FOR BACKWARDS COMPATIBILITY IN LEGACY TELECOMMUNICATION EQUIPMENT,(Ed. 2),UL,2391,"September 06, 2002",Type: outline
Equipment with Remote Feeding Telecommunication Circuits Intended for Backwards Compatibility in Legacy Telecommunication Equipment,(Ed. 1),UL,2391,"May 09, 2003",N/A
Standard for Adhesives for Use in Heating and Cooling Appliances to Secure Thermal Insulation,(Ed. 1),UL,2395,"December 27, 2002",Type: ulstd
Outline of Investigation for Active and Passive Optical Cable Assemblies and Connectors,(Ed. 1),UL,2404,"October 11, 2022",Type: outline
Subject for Aboveground Secondarily-Contained Piping for Flammable Liquids,(Ed. 1),UL,2405,"December 08, 2003",N/A
"Audio/Video, Information and Communication Technology Equipment Cabinet, Enclosure and Rack Systems",(Ed. 1),UL,2416,"March 11, 2015",Type: ulstd
ELECTRICALLY CONDUCTIVE CORROSION RESISTANT COMPOUNDS,(Ed. 1),UL,2419,"May 07, 2004",Type: outline
Standard for Belowground Reinforced Thermosetting Resin Conduit (RTRC) and Fittings,(Ed. 1),UL,2420,"July 30, 2009",Type: ulcsa
ULTRAVIOLET CURING EQUIPMENT FOR COMMERCIAL USE,(Ed. 2),UL,2422,"May 31, 2006",Type: outline
Durability of Fire Resistive Coatings and Materials,(Ed. 2),UL,2431,"October 15, 2014",Type: ulstd
DRY SYSTEM WATER DELIVERY TIME CALCULATION PROGRAMS,(Ed. 2),UL,2432,"October 12, 2005",Type: outline
Outline of Investigation for Spill Containment for Stationary Acid and Alkaline Electrolyte Battery Systems ,(Ed. 2),UL,2436,"April 03, 2020",Type: outline
Standard for Outdoor Seasonal-Use Cord-Connected Wiring Devices,(Ed. 2),UL,2438,"November 14, 2014",Type: ulstd
Outline for Component - Connector Housings,(Ed. 1),UL,2441,"October 03, 2003",Type: outline
Standard for Wall- and Ceiling-Mounts and Accessories,(Ed. 2),UL,2442,"June 18, 2019",Type: ulstd
Flexible Sprinkler Hose with Fittings for Fire Protection Service,(Ed. 4),UL,2443,"September 07, 2023",Type: ulstd
UNITARY BOILER ROOM SYSTEMS,(Ed. 1),UL,2446,"October 13, 2004",Type: outline
