Standard Title,Standard Type,Standard Info Latest,Edition Date,Standard Infotyp
ANSI/CAN/UL Standard for In-building 2-Way Emergency Radio Communication Enhancement Systems / Norme de s�curit� pour les syst�mes d'am�lioration de la radiocommunication bidirectionnelle int�rieure d'urgence,(Ed. 2),UL,"January 09, 2019",Type: ulstd
Outline of Investigation for In-Building Auxiliary Radio Communication Systems,(Ed. 1),UL,"June 13, 2018",Type: outline
Two-Way Emergency Communications Systems for Rescue Assistance,(Ed. 1),UL,"June 12, 2020",Type: ulstd
Wire and Cable Test Methods,(Ed. 5),UL,"April 30, 2021",Type: ulcsance
Membrane Switches,(Ed. 1),UL,"December 04, 2020",Type: ulstd
Cable Management Systems - Cable Ties for Electrical Installations (62275),(Ed. 1),UL,"October 09, 2009",N/A
Subject 2560 Emergency Call Systems for Assisted Living and Independent Living Facilities,(Ed. 1),UL,"September 13, 2011",Type: ulstd
Standard for 1400 Degree Fahrenheit Factory-Built Chimneys,(Ed. 2),UL,"January 22, 2016",Type: ulstd
Outline for Pendant Cable,(Ed. 2),UL,"August 14, 2015",Type: outline
HEAT RESISTANT WIRE,(Ed. 1),UL,"August 14, 2007",Type: outline
Industrial Metalworking and Woodworking Machine Tools,(Ed. 1),UL,"May 01, 2013",Type: ulstd
"IRRIGATION FEEDER, CONTROL, AND SIGNAL CABLES",(Ed. 1),UL,"December 05, 2007",Type: outline
Standard for Mass Notification Systems,(Ed. 2),UL,"March 28, 2016",Type: ulstd
"Outline of Investigation for Automatic Air Release, Air/Vacuum and Combination Air Valves for Fire Protection Service",(Ed. 2),UL,"August 14, 2017",Type: outline
REFRACTORY COMBUSTION CHAMBER LINERS,(Ed. 1),UL,"January 31, 2008",Type: outline
Suspended Ceiling Grid Low Voltage Systems and Equipment,(Ed. 1),UL,"February 07, 2013",Type: ululc
Standard for Suspended Ceiling Power Grid Systems and Equipment / Norme relative � l'�quipement et syst�mes de distribution de l�alimentation des treillis de plafond suspendu,(Ed. 1),ULC,"February 07, 2013",Type: binat
Batteries for Use In Electric Vehicles / Batteries pour v�hicules �lectriques,(Ed. 3),UL,"March 11, 2020",Type: ulcanada
Batteries for Use In Electric Vehicles / Batteries pour v�hicules �lectriques,(Ed. 3),ULC,"March 11, 2020",Type: ulc
Safety Guidelines for Safe Electric Vehicles in India,(Ed. 1),UL,"August 28, 2023",Type: csdsproposal
Outline of Investigation for Hydraulic Surge Suppressors for Water Based Fire Protection Systems,(Ed. 1),UL,"May 27, 2014",Type: outline
Outline of Investigation for Expansion Chambers for Water Based Fire Protection Systems,(Ed. 1),UL,"May 29, 2014",Type: outline
Outline of Investigation for Hip and Ridge Vents,(Ed. 3),UL,"September 10, 2015",Type: outline
ANSI/CAN/UL/ULC Fuel Tank Accessories for Flammable and Combustible Liquids / Accessoires de r�servoirs de carburant pour liquides inflammables et combustibles,(Ed. 1),UL,"December 08, 2021",Type: ulstd
Fuel Tank Accessories for Flammable and Combustible Liquids / Accessoires de r�servoirs de carburant pour liquides inflammables et combustibles,(Ed. 1),ULC,"December 08, 2021",Type: ulc
Hose Nozzle Valves for Flammable and Combustible Liquids / Pistolets pour les liquides combustibles et inflammables,(Ed. 2),UL,"January 22, 2021",Type: ululcanada
Hose Nozzle Valves for Flammable and Combustible Liquids / Pistolets pour les liquides combustibles et inflammables,(Ed. 2),ULC,"January 22, 2021",Type: ululcanada
Hose Nozzle Valves For Gasoline and Gasoline/Ethanol Blends with Nominal Ethanol Concentrations up to 85 Percent (E0 - E85),(Ed. 1),UL,"February 20, 2015",Type: ulstd
"Hose Nozzle Valves for Diesel Fuel, Biodiesel Fuel, Diesel/Biodiesel Blends With Nominal Biodiesel Concentrations Up To 20 Percent (B20), Kerosene, and Fuel Oil",(Ed. 1),UL,"February 20, 2015",Type: ulstd
Outline of Investigation for Hose Nozzle Valves for Diesel Exhaust Fluid,(Ed. 2),UL,"October 08, 2014",Type: outline
Outline of Investigation for Battery Cell Separators,(Ed. 3),UL,"October 09, 2018",Type: outline
Low Voltage LED Wire,(Ed. 1),UL,"March 09, 2015",Type: ulstd
MOTOR DRIVEN TURNSTILE OPERATORS AND SYSTEMS,(Ed. 3),UL,"April 26, 2011",Type: outline
Electric Vehicle Supply Equipment,(Ed. 3),UL,"December 15, 2022",Type: ulcsance
Standard for General Requirements for Battery-Powered Appliances,(Ed. 2),UL,"September 09, 2015",Type: ulcsa
Test Method for Thermal and Mechanical Performance of Battery Enclosure Materials,(Ed. 2),UL,"September 08, 2023",Type: outline
CAN/UL Standard for Relocatable Structures / Norme sur les structures relocalisables,(Ed. 2),UL,"September 24, 2018",Type: ulstd
Relocatable Buildings / B�timents relocalisables,(Ed. 3),UL,"November 08, 2019",Type: ulstd
Commercial Premises Security Alarm Units and Systems,(Ed. 2),UL,"April 07, 2021",Type: ulstd
IEEE/UL Wireless Diabetes Device Security Assurance Evaluation: Connected Electronic Product Security Evaluation Programs,(Ed. 1),UL,"March 25, 2022",Type: ulstd
IEEE/UL Wireless Diabetes Device Security: Information Security Requirements for Connected Diabetes Solutions,(Ed. 1),UL,"March 25, 2022",Type: ulstd
IEEE/UL Recommended Practice for Wireless Diabetes Device Security: Use of Mobile Devices in Diabetes Control Contexts,(Ed. 1),UL,"March 24, 2022",Type: ulstd
Test Method for Server Performance,(Ed. 1),UL,"July 08, 2011",Type: ulstd
Outline of Investigation for Switch-Rated Plugs and Receptacles,(Ed. 1),UL,"April 20, 2004",Type: outline
Electric Heating Systems for Floor and Ceiling Installation,(Ed. 1),UL,"February 25, 2020",Type: ulstd
Video and Thermal Image Detectors for Fire Alarm Systems,(Ed. 1),UL,"December 02, 2022",Type: csdsproposal
DC RATED ATTACHMENT PLUGS AND OUTLET DEVICES INTENDED FOR USE WITH INFORMATION TECHNOLOGY AND TELECOMMUNICATION EQUIPMENT INSTALLED IN RESTRICTED ACCESS LOCATIONS,(Ed. 2),UL,"April 02, 2013",Type: outline
Standards Committee for the Sustainability of Cleaning Products,(Ed. 1),UL Environment,"August 13, 2021",N/A
"Standard for Mounting Systems, Mounting Devices, Clamping/Retention Devices, and Ground Lugs for Use with Flat-Plate Photovoltaic Modules and Panels",(Ed. 1),UL,"January 28, 2015",Type: ulstd
Outline of Investigation for Flashing Devices and Systems for Rooftop-Mounted Photovoltaics,(Ed. 1),UL,"September 09, 2022",Type: outline
Outline of Investigation for Sustainability for Portable Electronic Products,(Ed. 1),UL Environment,"October 23, 2017",Type: outline
Outline of Investigation for Battery Lead Wire,(Ed. 2),UL,"September 19, 2017",Type: outline
RETROFIT MOTOR CONTROL CENTER UNITS FOR USE WITH SPECIFIED MOTOR CONTROL CENTER SECTIONS,(Ed. 1),UL,"February 15, 2010",Type: outline
PELLET FUEL BURNING COOKING APPLIANCES,(Ed. 2),ULC,"November 01, 2019",Type: ord
Outline of Investigation for Pellet Fuel Burning Cooking Appliances,(Ed. 2),UL,"January 04, 2019",Type: outline
Subject 2729,(Ed. 1),UL,"October 14, 2011",N/A
Subject 2730,(Ed. 1),UL,"March 25, 2011",N/A
"Outline of Investigation for Telecommunication Central Office Power, Battery, and Distribution Cables",(Ed. 3),UL,"October 12, 2015",Type: outline
Subject 2732,(Ed. 1),UL,"February 04, 2016",N/A
SURFACE VEHICLE ON-BOARD CABLE,(Ed. 2),UL,"September 14, 2010",Type: outline
Standard for Electric Utility Meters,(Ed. 1),UL,"May 30, 2013",Type: ulstd
Electric Utility Meters for Canada / Compteurs des services publics d'�lectricit� pour le Canada,(Ed. 1),UL,"July 15, 2022",Type: ulstd
Standard for Induction Power Transmitters and Receivers for use with Low Energy Products,(Ed. 2),UL,"January 12, 2018",Type: ulstd
Portable Power Packs / Blocs d'alimentation portatifs,(Ed. 2),UL,"July 03, 2018",Type: ulstd
Subject 2745,(Ed. 1),UL,"March 31, 2011",Type: outline
Standard for Arcing Fault Quenching Equipment,(Ed. 1),UL,"September 22, 2017",Type: ulstd
Standard for Arcing Fault Interrupting Devices,(Ed. 1),UL,"August 29, 2017",Type: ulstd
Seasonal Use LED Drivers and Non-Integral LED Lighting Strings,(Ed. 3),UL,"March 04, 2019",Type: outline
Outline of Investigation for Wireless Power Transfer Equipment for Electric Vehicles,(Ed. 1),UL,"March 13, 2020",N/A
Outline of Investigation for Wireless Power Transfer Equipment for Electric Vehicles,(Ed. 2),UL,"March 23, 2023",Type: outline
Outline of Investigation for Fabricated Stairways,(Ed. 2),UL,"October 31, 2013",Type: outline
Outline for Battery Operated Ride-On Lawn Mowers,(Ed. 2),UL,"February 07, 2018",Type: outline
Outline of Investigation for Modular Data Centers,(Ed. 2),UL,"July 18, 2018",Type: outline
Sustainability for Hard Surface Cleaners,(Ed. 1),UL Environment,"September 26, 2011",Type: ule
Sustainability for Sealants and Caulking Compounds,(Ed. 1),UL Environment,"October 03, 2011",Type: ule
Sustainability for Adhesives,(Ed. 1),UL Environment,"October 03, 2011",Type: ule
Sustainability for Energy Efficient Heating/Cooling Systems for Buildings,(Ed. 1),UL Environment,"October 17, 2011",Type: ule
Sustainability for Paint and Varnish Remover,(Ed. 1),UL Environment,"September 29, 2011",Type: ule
Sustainability for Corrosion Control Products,(Ed. 1),UL Environment,"October 06, 2011",Type: ule
Sustainability for Commercial Car Wash Services,(Ed. 1),UL Environment,"October 07, 2011",Type: ule
"Sustainability for Pens, Mechanical Pencils, and Other Writing Instruments",(Ed. 1),UL Environment,"September 29, 2011",Type: ule
Standard for Fixed Condensed Aerosol Extinguishing System Units / Norme sur les unit�s de syst�me d'extinction fixe � a�rosol de condensation,(Ed. 2),UL,"July 31, 2019",Type: ulstd
Standard for Fixed Condensed Aerosol Extinguishing System Units / Norme sur les unit�s de syst�me d'extinction fixe � a�rosol de condensation,(Ed. 2),ULC,"July 31, 2019",Type: canulc
Sustainability for Laundry Detergents and Fabric Softeners,(Ed. 1),UL Environment,"November 09, 2011",Type: ule
Sustainability for Hard Floor Care Products,(Ed. 1),UL Environment,"November 09, 2011",Type: ule
Sustainability for Products Made From Recycled Plastic,(Ed. 1),UL Environment,"September 29, 2011",Type: ule
Sustainability for Urinal Blocks,(Ed. 1),UL Environment,"October 12, 2011",Type: ule
Sustainability for Pool and Spa Water Treatment Products,(Ed. 1),UL Environment,"October 12, 2011",Type: ule
Sustainability for Instant Hand Antiseptic Products,(Ed. 1),UL Environment,"October 07, 2011",Type: ule
Sustainability for Hand Cleaners,(Ed. 1),UL Environment,"October 03, 2011",Type: ule
Environmental Claim Validation Procedure for Calculation of Estimated Recyclability Rate,(Ed. 2),UL Environment,"September 14, 2014",Type: ule
Standard for Commercial Incinerators,(Ed. 1),UL,"November 08, 2010",Type: ulstd
Standard for Sustainability for  Drain and/or Grease Trap Additives: Biologically-based,(Ed. 1),UL Environment,"April 16, 2012",Type: ule
Standard for Sustainability for Cleaning and Degreasing Compounds: Biologically-based,(Ed. 1),UL Environment,"April 16, 2012",Type: ule
Standard for Sustainability for Disinfectants and Disinfectant Cleaners,(Ed. 1),UL Environment,"April 16, 2012",Type: ule
Standard for Sustainability for Carpet and Upholstery Care Products,(Ed. 1),UL Environment,"April 12, 2012",Type: ule
Standard for Sustainability for Odor Control Products,(Ed. 1),UL Environment,"August 06, 2013",Type: ule
Standard for Sustainability for RV and/or Marine Holding Tank Additives: Biologically-based,(Ed. 1),UL Environment,"March 30, 2012",Type: ule
Standard for Sustainability for Biological Digestion Additives for Cleaning and Odour Control,(Ed. 1),UL Environment,"March 30, 2012",Type: ule
Environmental Claim Validation Procedure for Zero Waste to Landfill,(Ed. 3),UL Environment,"March 22, 2017",Type: ule
Environmental Claim Validation Procedure (ECVP) for Zero Waste Classifications,(Ed. 1),UL Environment,"July 20, 2018",Type: ule
Medical Device Interoperability,(Ed. 2),UL,"June 10, 2022",Type: ulstd
Risk Concerns for Interoperable Medical Products,(Ed. 1),UL,"June 10, 2022",Type: ulaami
Interoperable Item Development Life Cycle,(Ed. 1),UL,"June 10, 2022",Type: ulaami
Interoperable Item Integration Life Cycle,(Ed. 1),UL,"June 10, 2022",Type: ulaami
Standard for Sustainability for Printing Inks,(Ed. 1),UL Environment,"July 18, 2012",Type: ule
Performance Testing for Camera Image Quality,(Ed. 1),UL,"September 20, 2013",Type: ulstd
Environmental Claim Validation Procedure for Energy Savings Associated with the Use of a Plastic Additive,(Ed. 1),UL Environment,"January 31, 2014",Type: ule
Standard for Sustainability for Compostable Paper Bags,(Ed. 1),UL Environment,"July 24, 2015",Type: ule
Outline of Investigation for Heavy Duty Flexible Power Cable,(Ed. 2),UL,"December 07, 2015",Type: outline
ANSI/CAN/UL Energy Monitoring Equipment / ANSI/CAN/UL �quipement de surveillance de l'�nergie,(Ed. 1),UL,"July 22, 2020",Type: ulstd
Environmental Claim Validation Procedure (ECVP) for Defined Source Content,(Ed. 1),UL Environment,"April 06, 2023",Type: ule
Environmental Claim Validation Procedure (ECVP) for Recycled Content,(Ed. 1),UL Environment,"April 06, 2023",Type: ule
Environmental Claim Validation Procedure (ECVP) for Ocean Plastics and Ocean Bound Plastics,(Ed. 1),UL Environment,"April 06, 2023",Type: ule
Environmental Claim Validation Procedure (ECVP) for By-Product Synergy,(Ed. 1),UL Environment,"April 06, 2023",Type: ule
"GREENGUARD Certification Program For Chemical Emissions For Building Materials, Finishes And Furnishings",(Ed. 2),UL Environment,"August 24, 2022",Type: ule
GREENGUARD Certification Program for Chemical and Particle Emissions for Electronic Equipment,(Ed. 1),UL Environment,"March 29, 2013",Type: ule
GREENGUARD Certification Program for Chemical Emissions for Cleaners and Cleaning Maintenance Systems,(Ed. 1),UL Environment,"March 29, 2013",Type: ule
"GREENGUARD Certification Program Method for Measuring and Evaluating
Chemical Emissions From Building Materials, Finishes and Furnishings",(Ed. 2),UL Environment,"August 24, 2022",Type: ule
GREENGUARD Certification Program Method For Measuring And Evaluating Chemical Emissions  From Cleaners And Cleaning Maintenance Systems Using Dynamic Environmental Chambers,(Ed. 1),UL Environment,"March 29, 2013",Type: ule
GREENGUARD Certification Program Method for Measuring and Evaluating Chemical and Particle Emissions From Electronic Equipment Using Dynamic Environmental Chambers,(Ed. 1),UL Environment,"March 29, 2013",Type: ule
GREENGUARD Certification Program Method For Measuring Microbial Resistance From Various Sources Using Static Environmental Chambers,(Ed. 1),UL Environment,"April 02, 2013",Type: ule
RESILIENCY OF NETWORK INFRASTRUCTURE COMPONENTS,(Ed. 1),UL,"January 31, 2011",Type: outline
Standard for Sustainability for Paperboard,(Ed. 1),UL Environment,"March 25, 2013",Type: ule
Standard for Sustainability for Laundry Bleach,(Ed. 1),UL Environment,"March 25, 2013",Type: ule
Standard for Sustainability for Septic Tank Additives: Alternative,(Ed. 1),UL Environment,"March 25, 2013",Type: ule
"US NAVAL COMMERCIAL OFF THE SHELF (COTS) THREE-POLE, RATED MAXIMUM VOLTAGE 4.76, 8.25, AND 15KV, AC, VACUUM CIRCUIT BREAKERS, DRAWOUT TYPE, WITHOUT INTERNAL OVERCURRENT PROTECTION, AND ACCESSORIES/COMPONENTS FOR USE ON NON-NUCLEAR NAVAL COMBATANT SHIPS",(Ed. 1),UL,"May 31, 2013",Type: outline
Standard for Sustainability for Personal Care Products,(Ed. 1),UL Environment,"June 28, 2013",Type: ule
Fire Test of Plastic Water Distribution Plumbing Pipe for Visible Flame and Smoke Characteristics,(Ed. 1),UL,"May 30, 2014",Type: ulstd
Electrical Systems for eBikes / Syst�mes �lectriques pour v�los �lectriques,(Ed. 1),UL,"January 02, 2020",Type: ulstd
Outline of Investigation for Electric Scooters and Motorcycles,(Ed. 1),UL,"September 23, 2022",Type: outline
Outline of Investigation for Low-voltage Distribution Systems and Equipment for Desk and Similar Work-surface Installations,(Ed. 1),UL,"October 08, 2013",Type: outline
Outline of Investigation for Validation Protocol for Flaming and Smoldering Polyurethane Foam,(Ed. 1),UL,"November 15, 2013",Type: outline
Standard for Sustainability for Renewable Low-Impact Electricity Products,(Ed. 1),UL Environment,"January 25, 2018",Type: ule
Outline of Investigation for Folding Rollaway Tool Carts,(Ed. 1),UL,"September 06, 2013",Type: outline
Outline of Investigation for Electric Vehicle (EV) Service and Production Chargers,(Ed. 1),UL,"February 20, 2014",Type: outline
Outline of Investigation for Heat Detecting Circuit Interrupters,(Ed. 1),UL,"July 22, 2014",Type: outline
Outline of Investigation for Electric Motors for Use in Hazardous (Classified) Locations - Protection by Pressurized Atmosphere Maintained above the UFL,(Ed. 2),UL,"February 23, 2018",Type: outline
"Outline of Investigation for Modular Cable System Assemblies and Fittings for Industrial Control, Signal and Power Distribution",(Ed. 1),UL,"May 28, 2015",Type: outline
"Outline of Investigation for Modular Cable System Assemblies and Fittings for Industrial Control, Signal and Power Distribution",(Ed. 2),UL,"September 26, 2023",Type: outline
Outline of Investigation for Remote Racking Devices for Switchgear and Controlgear,(Ed. 1),UL,"July 24, 2014",Type: outline
"Outline for Investigation for Power Supplies, Medium Voltage",(Ed. 4),UL,"January 13, 2022",Type: outline
Outline of Investigation for Nitrogen Generator Units for Use with Dry Pipe Sprinkler Systems,(Ed. 1),UL,"February 10, 2015",Type: outline
Outline of Investigation for Limited-Power Wire and Cable Using Copper-Clad Aluminum Conductors,(Ed. 1),UL,"October 10, 2014",Type: outline
Outline of Investigation for Radio Head Cable,(Ed. 2),UL,"May 25, 2021",Type: outline
Outline of Investigation for Radio Head Cable,(Ed. 3),UL,"July 14, 2023",Type: outline
Environmental Claim Validation Procedure for Substance Content Claims,(Ed. 1),UL Environment,"September 28, 2014",Type: ule
"Outline of Investigation for Acid Gas, Acidity and Conductivity of Combusted Materials and Assessment of Halogens",(Ed. 4),UL,"August 25, 2021",Type: outline
